"ï..Event.Index","UTC.Timestamp","UTC.Date","Local.Timestamp","Local.Timezone","Local.Date","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Public.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Task.Name","Task.Version","checkpoint.yiku","checkpoint.gn26","randomiser.2vg5","Randomise.questionnaire.elements.","Question.Key","Response"
"21",1646664818505,"07/03/2022 14:53:38",1646664818830,1,"07/03/2022 15:53:38",73265,15,"questionnaire-mxm5",NA,20146913,"BLIND",5974469,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.102","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","5-quantised",2
"22",1646664818505,"07/03/2022 14:53:38",1646664818830,1,"07/03/2022 15:53:38",73265,15,"questionnaire-mxm5",NA,20146913,"BLIND",5974469,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.102","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","6-quantised",1
"23",1646664818573,"07/03/2022 14:53:38",1646664818830,1,"07/03/2022 15:53:38",73265,15,"questionnaire-mxm5",NA,20146913,"BLIND",5974469,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.102","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","7-quantised",1
"24",1646664818573,"07/03/2022 14:53:38",1646664818830,1,"07/03/2022 15:53:38",73265,15,"questionnaire-mxm5",NA,20146913,"BLIND",5974469,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.102","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","8-quantised",5
"25",1646664818573,"07/03/2022 14:53:38",1646664818830,1,"07/03/2022 15:53:38",73265,15,"questionnaire-mxm5",NA,20146913,"BLIND",5974469,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.102","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","9-quantised",2
"26",1646664818573,"07/03/2022 14:53:38",1646664818831,1,"07/03/2022 15:53:38",73265,15,"questionnaire-mxm5",NA,20146913,"BLIND",5974469,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.102","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","10-quantised",6
"27",1646664818573,"07/03/2022 14:53:38",1646664818831,1,"07/03/2022 15:53:38",73265,15,"questionnaire-mxm5",NA,20146913,"BLIND",5974469,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.102","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","11-quantised",3
"28",1646664818573,"07/03/2022 14:53:38",1646664818831,1,"07/03/2022 15:53:38",73265,15,"questionnaire-mxm5",NA,20146913,"BLIND",5974469,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.102","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","12-quantised",7
"29",1646664818573,"07/03/2022 14:53:38",1646664818831,1,"07/03/2022 15:53:38",73265,15,"questionnaire-mxm5",NA,20146913,"BLIND",5974469,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.102","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","13-quantised",2
"2",1646660592169,"07/03/2022 13:43:12",1646660584846,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","0",2
"3",1646660592263,"07/03/2022 13:43:12",1646660584848,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","1",4
"4",1646660592263,"07/03/2022 13:43:12",1646660584848,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","2",4
"5",1646660592263,"07/03/2022 13:43:12",1646660584848,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","3",3
"6",1646660592263,"07/03/2022 13:43:12",1646660584848,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","4",4
"7",1646660592263,"07/03/2022 13:43:12",1646660584849,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","5",0
"8",1646660592263,"07/03/2022 13:43:12",1646660584849,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","6",0
"9",1646660592263,"07/03/2022 13:43:12",1646660584849,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","7",0
"10",1646660592263,"07/03/2022 13:43:12",1646660584849,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","8",0
"11",1646660592263,"07/03/2022 13:43:12",1646660584850,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","9",0
"12",1646660592263,"07/03/2022 13:43:12",1646660584850,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","10",0
"13",1646660592263,"07/03/2022 13:43:12",1646660584850,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","11",0
"14",1646660592263,"07/03/2022 13:43:12",1646660584851,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","12",0
"15",1646660592263,"07/03/2022 13:43:12",1646660584851,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","13",2
"16",1646660592263,"07/03/2022 13:43:12",1646660584851,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","0-quantised",3
"17",1646660592263,"07/03/2022 13:43:12",1646660584851,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","1-quantised",5
"18",1646660592263,"07/03/2022 13:43:12",1646660584851,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","2-quantised",5
"19",1646660592263,"07/03/2022 13:43:12",1646660584851,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","3-quantised",4
"20",1646660592263,"07/03/2022 13:43:12",1646660584851,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","4-quantised",5
"21",1646660592263,"07/03/2022 13:43:12",1646660584851,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","5-quantised",1
"22",1646660592263,"07/03/2022 13:43:12",1646660584852,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","6-quantised",1
"23",1646660592346,"07/03/2022 13:43:12",1646660584852,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","7-quantised",1
"24",1646660592346,"07/03/2022 13:43:12",1646660584852,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","8-quantised",1
"25",1646660592346,"07/03/2022 13:43:12",1646660584852,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","9-quantised",1
"26",1646660592346,"07/03/2022 13:43:12",1646660584852,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","10-quantised",1
"27",1646660592346,"07/03/2022 13:43:12",1646660584852,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","11-quantised",1
"28",1646660592346,"07/03/2022 13:43:12",1646660584852,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","12-quantised",1
"29",1646660592346,"07/03/2022 13:43:12",1646660584852,1,"07/03/2022 14:43:04",73265,15,"questionnaire-mxm5",NA,20144344,"BLIND",5973364,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 97.0","1708x960","1686x769","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","13-quantised",3
"2",1646660045771,"07/03/2022 13:34:05",1646660045648,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","0",9
"3",1646660045866,"07/03/2022 13:34:05",1646660045652,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","1",8
"4",1646660045866,"07/03/2022 13:34:05",1646660045652,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","2",8
"5",1646660045866,"07/03/2022 13:34:05",1646660045653,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","3",8
"6",1646660045866,"07/03/2022 13:34:05",1646660045653,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","4",8
"7",1646660045866,"07/03/2022 13:34:05",1646660045653,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","5",9
"8",1646660045866,"07/03/2022 13:34:05",1646660045653,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","6",9
"9",1646660045866,"07/03/2022 13:34:05",1646660045653,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","7",9
"10",1646660045866,"07/03/2022 13:34:05",1646660045653,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","8",8
"11",1646660045866,"07/03/2022 13:34:05",1646660045653,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","9",9
"12",1646660045866,"07/03/2022 13:34:05",1646660045653,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","10",9
"13",1646660045866,"07/03/2022 13:34:05",1646660045654,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","11",9
"14",1646660045866,"07/03/2022 13:34:05",1646660045654,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","12",10
"15",1646660045866,"07/03/2022 13:34:05",1646660045654,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","13",10
"16",1646660045866,"07/03/2022 13:34:05",1646660045654,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","0-quantised",10
"17",1646660045866,"07/03/2022 13:34:05",1646660045654,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","1-quantised",9
"18",1646660045866,"07/03/2022 13:34:05",1646660045654,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","2-quantised",9
"19",1646660045866,"07/03/2022 13:34:05",1646660045654,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","3-quantised",9
"20",1646660045866,"07/03/2022 13:34:05",1646660045654,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","4-quantised",9
"21",1646660045866,"07/03/2022 13:34:05",1646660045654,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","5-quantised",10
"22",1646660045866,"07/03/2022 13:34:05",1646660045654,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","6-quantised",10
"23",1646660045959,"07/03/2022 13:34:05",1646660045655,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","7-quantised",10
"24",1646660045959,"07/03/2022 13:34:05",1646660045655,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","8-quantised",9
"25",1646660045959,"07/03/2022 13:34:05",1646660045655,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","9-quantised",10
"26",1646660045959,"07/03/2022 13:34:05",1646660045655,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","10-quantised",10
"27",1646660045959,"07/03/2022 13:34:05",1646660045655,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","11-quantised",10
"28",1646660045959,"07/03/2022 13:34:05",1646660045655,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","12-quantised",11
"29",1646660045959,"07/03/2022 13:34:05",1646660045655,1,"07/03/2022 14:34:05",73265,15,"questionnaire-mxm5",NA,20144006,"BLIND",5973228,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.6","Safari 15.2","820x1180","1180x820","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","13-quantised",11
"2",1646659233105,"07/03/2022 13:20:33",1646659233040,1,"07/03/2022 14:20:33",73265,15,"questionnaire-mxm5",NA,20143560,"BLIND",5973075,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","0",9
"3",1646659233340,"07/03/2022 13:20:33",1646659233041,1,"07/03/2022 14:20:33",73265,15,"questionnaire-mxm5",NA,20143560,"BLIND",5973075,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","1",6
"4",1646659233340,"07/03/2022 13:20:33",1646659233042,1,"07/03/2022 14:20:33",73265,15,"questionnaire-mxm5",NA,20143560,"BLIND",5973075,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","2",6
"5",1646659233340,"07/03/2022 13:20:33",1646659233042,1,"07/03/2022 14:20:33",73265,15,"questionnaire-mxm5",NA,20143560,"BLIND",5973075,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","3",3
"6",1646659233340,"07/03/2022 13:20:33",1646659233042,1,"07/03/2022 14:20:33",73265,15,"questionnaire-mxm5",NA,20143560,"BLIND",5973075,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1920x1080","1903x937","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","4",2
